home_team,away_team,home_goals,away_goals,month,p_home_win1,p_draw1,p_away_win1,p_home_win2,p_draw2,p_away_win2,p_home_win3,p_draw3,p_away_win3,oddHome,oddDraw,oddAway,d_accuracy,d_efficiency,d_vulnerability,d_points,d_global_rank,d_rank
Lyon,Angers,0,2,12,0.3491,0.32,0.3308,0.18625,0.55,0.26375,0.37,0.4,0.23,1.78,3.49,5.84,-0.2858630952380956,-0.06326113778844872,0.01865951508808652,-0.04313725490196085,2,1
Reims,Troyes,1,1,12,0.8453,0.1125,0.0378,0.2724218749999999,0.7375,-0.009921874999999995,0.16750000000000004,0.85,-0.0175,1.68,4.01,5.62,-0.4619047619047616,0.06897269397269398,-0.06823690431619198,0.5803921568627451,-7,-5
Toulouse,Lorient,2,3,12,0.4704,0.2274,0.2961,0.314453125,0.4625,0.223046875,0.284140625,0.4875,0.22835937499999995,1.99,3.47,4.33,0.03061224489795844,-0.0038213770356627375,0.008066280125103631,0.19999999999999996,0,8
Bordeaux,Guingamp,1,0,12,0.6973,0.2217,0.0806,0.125,0.75,0.125,0.365234375,0.5625,0.072265625,1.93,3.37,4.83,0.4889880952380947,0.09673374494872172,-0.03302426739926738,0.4117647058823529,-9,3
Marseille,Montpellier,2,2,12,0.5411,0.2383,0.2186,0.368359375,0.3125,0.319140625,0.11695312500000005,0.5874999999999999,0.29554687500000004,1.74,3.81,5.41,0.8474702380952372,0.035494614512471656,0.07753878066378064,0.12941176470588234,2,-9
St Etienne,Rennes,1,1,12,0.3515,0.2569,0.3895,0.171015625,0.6375,0.19148437500000004,0.32726562499999995,0.3625,0.310234375,2.14,3.19,4.15,0.14940476190476248,-0.025997213836887745,0.025605521929051342,0.17647058823529405,-3,-4
Rennes,Caen,1,1,12,0.1766,0.2314,0.5904,0.20242187500000006,0.5375,0.260078125,0.02773437500000001,0.6375,0.3347656250000001,2.54,3.27,3.12,1.5802083333333332,-0.015094518055044373,0.016014194139194138,-0.23529411764705876,12,7
Lille,Lorient,3,0,12,0.3697,0.3211,0.309,0.34187500000000004,0.35,0.308125,0.28492187499999994,0.4125000000000001,0.302578125,1.88,3.39,5.2,1.9351190476190472,-0.1316251456876457,-0.056240165063694475,0.05882352941176472,2,5
Montpellier,Guingamp,2,1,12,0.6223,0.2641,0.1134,0.3703125,0.625,0.004687500000000011,0.423828125,0.5625,0.013671875000000028,1.93,3.3,5.05,-0.4301587301587295,0.08717409134075801,0.019787619787619823,0.2631578947368421,-6,-1
Nantes,Toulouse,1,1,12,0.5139,0.2976,0.1884,0.17648437499999994,0.5875,0.236015625,0.223984375,0.6125,0.16351562499999994,2.6,3.26,3.05,0.8976851851851846,-0.011635876831955272,-0.13699950421764148,0.3839009287925697,-4,-6
Reims,Nice,1,1,12,0.265,0.2338,0.4974,0.267578125,0.5625,0.169921875,0.109609375,0.6375,0.25289062500000004,2.79,3.22,2.85,1.0208994708994714,-0.0796364129697463,-0.04976284608637552,-0.1578947368421053,9,8
Troyes,Bastia,1,1,12,0.3062,0.3907,0.3031,0.08242187499999998,0.6875,0.230078125,0.03249999999999996,0.8,0.16749999999999998,2.26,3.3,3.63,-1.5859788359788358,-0.024062049062049062,-0.02937068965226021,0.03405572755417954,1,2
Angers,Bordeaux,1,1,12,0.4819,0.3915,0.1265,0.373203125,0.4125000000000001,0.21429687499999994,0.360625,0.65,-0.010624999999999996,2.61,3.08,3.2,1.4648148148148148,-0.05182007988380537,-0.1789701666152905,0.5015479876160991,-9,-12
Marseille,Ajaccio GFCO,1,1,12,0.5723,0.2272,0.198,0.3175,0.30000000000000004,0.3825,0.13000000000000006,0.45,0.42,1.46,4.44,8.98,0.0509259259259256,0.0538279621612955,0.09129697463030792,0.0,3,-5
Monaco,St Etienne,1,0,12,0.3871,0.3293,0.2836,0.377109375,0.4875,0.13539062499999993,0.454296875,0.5875,-0.04179687500000001,2.17,3.34,3.84,-0.3416666666666668,0.015158799533799519,-0.018633794610961804,0.05882352941176472,4,-3
Paris SG,Lyon,5,1,12,0.7261,0.1671,0.1021,0.510625,0.45,0.03937500000000002,0.541328125,0.2875,0.171171875,1.28,6.23,12.9,-1.890079365079366,0.08966269047065799,-0.022939857761286334,0.5607843137254901,-7,-5
Nice,Montpellier,1,0,12,0.445,0.2549,0.2983,0.13539062499999993,0.4875,0.377109375,0.19375,0.5,0.30625,2.47,3.31,3.19,1.6135416666666673,0.013043165984342464,0.015187115516062874,0.17647058823529416,1,-8
Bastia,Reims,2,0,12,0.5324,0.2495,0.2168,0.196484375,0.5125,0.291015625,0.2078125,0.625,0.1671875,2.51,3.24,3.2,0.21527777777777724,0.06435385602052272,0.008180946232416816,0.31888544891640874,-9,2
Caen,Paris SG,0,3,12,0.0362,0.1752,0.7882,0.1884375000000001,0.325,0.4865625,0.17312500000000006,0.35,0.476875,9.59,4.71,1.41,0.47669753086419764,-0.07436074264763637,0.08424908424908424,-0.3959899749373432,4,3
Guingamp,Rennes,0,2,12,0.2671,0.2375,0.4922,-0.0062500000000000324,0.75,0.25625000000000003,0.223046875,0.4625,0.314453125,2.58,3.09,3.24,0.576686507936508,-0.019827221389721372,0.06422836422836424,-0.030959752321981338,9,8
Lorient,Nantes,0,0,12,0.4799,0.2974,0.2225,0.208984375,0.5625,0.228515625,0.279296875,0.5375,0.183203125,2.27,3.34,3.56,-2.0944444444444454,0.06999260849835565,0.02900678593661052,0.21052631578947367,-1,-3
Toulouse,Lille,1,1,12,0.3629,0.3529,0.2841,0.22375,0.35,0.42625,0.183203125,0.5375,0.279296875,2.66,3.23,2.99,-0.374305555555555,0.0773943648943649,0.11448863636363635,0.11455108359133126,5,7
Troyes,Monaco,0,0,12,0.081,0.1478,0.7654,0.10937499999999996,0.425,0.465625,0.072265625,0.5625,0.365234375,4.72,3.54,1.9,0.8365079365079362,-0.12113036630838486,-0.0567745172987109,-0.7092731829573935,18,18
Ajaccio GFCO,Lyon,2,1,12,0.4078,0.2651,0.3258,0.4109375,0.625,-0.03593750000000001,0.38125,0.5,0.11875,3.44,3.36,2.32,-0.2418981481481488,0.03548088849796628,-0.011330625393125418,-0.04334365325077394,10,10
Bordeaux,Marseille,1,1,12,0.3421,0.3171,0.3406,0.2025,0.45,0.34750000000000003,0.34,0.20000000000000007,0.46,3.08,3.27,2.57,0.37303240740740673,0.037430132718445405,0.013409545701212375,0.13003095975232204,-4,5
St Etienne,Angers,1,0,12,0.2691,0.2806,0.4497,0.08304687500000002,0.5125,0.404453125,0.32289062500000004,0.3374999999999999,0.33960937500000005,2.06,3.18,4.54,0.18303571428571486,-0.03878774707579055,0.06940733558380618,-0.046439628482972006,-1,5
Paris SG,Bastia,2,0,1,0.9111,0.0421,0.0121,0.4793750000000001,0.225,0.295625,0.548828125,0.3125,0.138671875,1.1,11.65,41.52,-2.8008101851851848,0.1331700199573006,-0.04943989537979304,1.08359133126935,-18,-14
Angers,Caen,2,0,1,0.2421,0.4739,0.284,0.28,0.6,0.12,0.256875,0.45,0.293125,2.72,3.03,3.1,1.0401851851851847,-0.04416727335844982,-0.04240981240981241,-0.022556390977443552,1,-1
Lyon,Troyes,4,1,1,0.8393,0.1158,0.0405,-0.020625000000000004,0.775,0.245625,0.2775,0.7,0.02250000000000002,1.36,5.53,9.61,0.07916666666666661,0.0442851402410226,-0.051112034607728715,0.6191950464396284,-10,-12
Monaco,Ajaccio GFCO,2,2,1,0.3315,0.3564,0.3121,0.3625,0.2749999999999999,0.3625000000000001,0.416484375,0.2125,0.371015625,1.67,3.65,6.85,-0.3000000000000007,-0.011297406297406304,-0.01856046812187165,0.16040100250626566,2,-10
Montpellier,Bordeaux,0,1,1,0.5429999999999999,0.2082,0.2395,0.22164062500000006,0.5375,0.240859375,0.4375,0.5,0.0625,2.4,3.3,3.3,0.2616666666666667,-0.012578315838119802,-0.06679931609498171,0.4511278195488722,-9,2
Reims,Toulouse,1,3,1,0.6395,0.214,0.1447,0.19937500000000005,0.5249999999999999,0.275625,0.183671875,0.6125,0.203828125,2.67,3.26,2.96,0.947023809523809,0.011305540864364375,-0.0988388000888001,0.33333333333333337,-5,-2
Rennes,Lorient,2,2,1,0.3547,0.2294,0.409,0.29937499999999995,0.4750000000000001,0.225625,0.08914062500000003,0.6375,0.273359375,1.92,3.28,5.12,1.3738095238095225,-0.071235919700832,-0.006629835306305912,0.0,7,-2
Lille,Nice,1,1,1,0.3468,0.316,0.337,0.3984375,0.375,0.2265625,0.408515625,0.4125,0.17898437500000006,2.02,3.42,4.32,1.943888888888889,-0.10868159618159616,-0.06400808523357546,-0.02506265664160401,6,8
Marseille,Guingamp,0,0,1,0.7535,0.1718,0.0731,0.3899218750000001,0.7124999999999999,-0.10242187499999997,0.2839843750000001,0.7625,-0.046484375,1.68,3.68,6.54,-0.11130952380952364,0.10183150183150184,0.04508547008547009,0.19047619047619052,-1,-7
Nantes,St Etienne,2,1,1,0.3937,0.3768,0.2295,0.25,0.5,0.25,0.328046875,0.7625,-0.09054687499999996,2.57,3.11,3.24,0.8814814814814822,0.009418649614728047,-0.022885892248637324,0.1578947368421052,2,7
Nice,Angers,2,1,1,0.26,0.2835,0.4561,0.2696875,0.4249999999999999,0.30531250000000004,0.28750000000000003,0.5,0.2125,2.04,3.25,4.49,0.7731481481481484,-0.004411365685875468,0.04287552927903805,-0.1578947368421052,8,2
Ajaccio GFCO,Reims,2,2,1,0.5433,0.2558,0.2,0.39,0.5249999999999999,0.08500000000000005,0.451484375,0.4875,0.061015625000000025,2.3,3.19,3.67,1.0166666666666666,0.0394765873197246,-0.015564727574531478,0.26315789473684215,-2,-3
Bastia,Montpellier,1,0,1,0.4896,0.27699999999999997,0.2329,0.25289062500000004,0.6375,0.10960937500000002,0.31781250000000005,0.475,0.2071875,3.39,3.13,2.46,0.23740740740740707,0.055711880711880726,0.014340042673376005,0.48872180451127817,-15,-1
Bordeaux,Lille,1,0,1,0.3905,0.3759,0.2336,0.33375,0.30000000000000004,0.36625,0.337890625,0.4125,0.249609375,2.43,3.03,3.6,-0.09166666666666723,0.0761680759900574,0.0038583638583638696,0.3809523809523809,-8,-2
Guingamp,Nantes,2,2,1,0.3602,0.3215,0.3182,0.0,0.6000000000000001,0.3999999999999999,0.15437499999999998,0.65,0.195625,2.44,3.06,3.52,-1.3552910052910052,0.06295380545380548,0.0795649941351696,0.06015037593984962,9,9
Toulouse,Paris SG,0,1,1,0.0309,0.121,0.8461,0.295234375,0.2125,0.492265625,0.17242187500000006,0.3375,0.4900781249999999,6.46,4.27,1.58,0.5042929292929297,-0.022040679574219277,0.14256607589940923,-0.6819221967963387,17,18
Troyes,Rennes,2,4,1,0.0667,0.1997,0.7332,0.111328125,0.5625,0.326171875,0.131640625,0.4624999999999999,0.4058593750000001,3.83,3.25,2.22,1.3541991341991335,-0.12501955189789413,0.01355589262480758,-0.5486542443064182,16,10
Caen,Marseille,1,3,1,0.1806,0.3028,0.5165,0.010000000000000037,0.6499999999999999,0.3400000000000001,0.05750000000000002,0.45,0.4925000000000001,3.35,3.32,2.38,0.5931481481481473,-0.02964008214008213,0.05400025900025901,0.02506265664160401,2,-6
Lorient,Monaco,0,2,1,0.4041,0.2416,0.3504,0.21624999999999994,0.425,0.35875,0.223046875,0.4625,0.314453125,3.25,3.28,2.45,0.4308333333333336,-0.025181014538999985,-0.036365440115440115,-0.1428571428571429,6,8
St Etienne,Lyon,1,0,1,0.574,0.2302,0.1937,0.15835937500000002,0.6625,0.179140625,0.4330468750000001,0.5375,0.029453124999999938,2.89,3.23,2.74,-0.030476190476191434,0.032337422589877,-0.023839591780768263,0.38095238095238104,-5,1
Rennes,Ajaccio GFCO,1,0,1,0.3487,0.2805,0.3701,0.3871875,0.325,0.2878125,0.131640625,0.4625,0.405859375,1.88,3.4,5.13,0.6619696969696967,0.0021069706476405103,0.04512858353767443,0.0020703933747412417,9,-7
Guingamp,Bastia,1,0,1,0.6489,0.2203,0.1298,0.09437500000000006,0.575,0.330625,0.1834375,0.675,0.14156249999999998,1.79,3.47,5.73,-1.4914285714285707,0.07333735708735711,0.04323372563781776,0.4285714285714286,-3,3
Lille,Troyes,1,3,1,0.7947,0.1597,0.0447,0.278125,0.65,0.07187500000000001,0.42,0.6,-0.020000000000000014,1.43,4.9,8.73,0.5237566137566141,0.02503605961939296,-0.08255635862660526,0.6090225563909775,-9,-6
Montpellier,Caen,1,2,1,0.2593,0.2548,0.4844,0.12695312499999994,0.8625,0.010546874999999976,0.267578125,0.5625,0.169921875,2.0,3.37,4.45,-0.30310606060606027,0.011386416613689318,0.02170324624870079,-0.01449275362318836,5,10
Nantes,Bordeaux,2,2,1,0.4479,0.2951,0.2567,0.29875,0.275,0.42625,0.31125,0.45,0.23875,2.71,3.02,3.14,1.043333333333334,-0.06228291316526613,-0.10391567153177061,0.3333333333333334,-3,2
Nice,Lorient,2,1,1,0.5535,0.1972,0.2347,0.3957031249999999,0.4875,0.116796875,0.373203125,0.4125000000000001,0.21429687499999994,2.0,3.51,4.24,0.948928571428572,-0.03576246465952351,-0.03777930832497399,0.23809523809523803,-3,-7
Paris SG,Angers,5,1,1,0.6986,0.1832,0.1148,0.541328125,0.2875,0.171171875,0.565703125,0.3625,0.07179687499999997,1.22,6.65,19.5,-0.44746913580246916,0.056984105887614656,-0.003134396467729776,0.5538847117794488,-6,-3
Lyon,Marseille,1,1,1,0.3657,0.3014,0.3326,0.07,0.55,0.38,0.251640625,0.2875,0.460859375,2.12,3.34,4.03,0.7866666666666671,-0.008524367789073686,0.01503246753246755,0.0,3,2
Monaco,Toulouse,4,0,1,0.4777,0.2606,0.2605,0.4225,0.4,0.17750000000000002,0.384765625,0.3125,0.302734375,2.01,3.35,4.45,0.48939393939393927,-0.024447345583709215,-0.09494731403787134,0.2753623188405796,0,-16
Reims,St Etienne,1,1,1,0.4957,0.2855,0.2185,0.09710937500000004,0.5874999999999999,0.31539062500000004,0.21375,0.85,-0.06375,2.85,3.27,2.75,0.12320346320346287,0.042306695087443745,0.011802985339081612,0.13664596273291924,2,11
Marseille,Lille,1,1,1,0.4559,0.3345,0.2096,0.360625,0.55,0.08937499999999997,0.236015625,0.5875,0.176484375,2.09,3.42,4.0,-0.2760822510822507,0.0863095238095238,0.0742063492063492,0.08695652173913043,6,-6
Ajaccio GFCO,Montpellier,0,4,1,0.4414,0.2903,0.2679,0.27242187500000004,0.7375,-0.009921875000000052,0.385546875,0.5125,0.10195312500000003,2.69,3.21,2.93,0.9166666666666665,0.017953171011994576,-0.010267649017648983,0.3333333333333333,-1,-4
Angers,Monaco,3,0,1,0.3275,0.4048,0.2678,0.058515625000000016,0.4625,0.478984375,0.335546875,0.3125,0.351953125,3.65,3.08,2.37,0.9446969696969698,-0.09417627436203287,-0.06804672600127143,-0.17391304347826075,5,2
Bastia,Lyon,1,0,1,0.5406,0.2543,0.2042,0.24,0.6,0.16,0.445703125,0.6125,-0.05820312500000002,5.58,3.9,1.71,-1.6030303030303035,0.12371958442339671,-0.031360054087326825,0.39130434782608703,-6,5
Lorient,Reims,2,0,1,0.555,0.2486,0.1954,0.05937500000000001,0.75,0.190625,0.15835937500000002,0.6625,0.179140625,2.12,3.53,3.77,0.8809090909090909,0.018435510849303977,-0.006466541479910451,0.2670807453416149,-5,-5
Toulouse,Guingamp,1,2,1,0.5857,0.2893,0.1249,0.13375000000000006,0.575,0.29125,0.19585937500000006,0.7625,0.04164062500000002,2.04,3.37,4.28,-0.3913419913419913,0.0778782328782329,0.04997668997668997,0.17598343685300216,1,2
Troyes,Nantes,0,1,1,0.1584,0.3198,0.5218,0.191171875,0.4875,0.321328125,0.12062499999999997,0.675,0.204375,3.41,3.49,2.27,-1.1031204906204906,-0.0270244461420932,0.00660784277189197,-0.3252173913043478,12,8
Bordeaux,Rennes,4,0,1,0.2604,0.2628,0.4757,0.35585937500000003,0.2124999999999999,0.4316406250000001,0.35687500000000005,0.225,0.418125,2.65,3.28,2.96,1.2625874125874121,-0.058851498128165744,-0.0018325109234200165,0.0434782608695653,1,5
Caen,Nice,2,0,1,0.1199,0.1737,0.7006,0.12500000000000006,0.3999999999999999,0.4750000000000001,0.036874999999999984,0.675,0.288125,2.53,3.29,3.11,1.1453823953823958,-0.10303358257903711,0.010942934071276278,-0.04347826086956519,6,3
St Etienne,Paris SG,0,2,1,0.0739,0.267,0.659,0.2496875,0.225,0.5253125000000001,0.395703125,0.13749999999999996,0.466796875,7.11,4.27,1.55,1.5448322510822505,-0.02001060203711974,0.06690270513799926,-0.28,3,7
Monaco,Bastia,2,0,2,0.629,0.2635,0.1073,0.284921875,0.4125,0.30257812500000003,0.470078125,0.4874999999999999,0.042421875000000026,1.47,4.48,8.65,-1.692424242424242,0.04544117498662952,-0.0380485673223592,0.5652173913043478,-10,-11
Montpellier,Marseille,0,1,2,0.1997,0.2533,0.5462,0.10875,0.55,0.34124999999999994,0.09656250000000002,0.475,0.4284375,2.64,3.14,3.1,0.31098484848484853,0.002568107397652883,0.06183713172349535,-0.18260869565217408,10,7
Guingamp,Troyes,4,0,2,0.7406,0.14300000000000002,0.1015,0.414296875,0.4875,0.09820312499999996,0.279296875,0.5375,0.183203125,1.53,4.32,7.4,-0.17781385281385242,0.047779997779997765,0.011871387953620555,0.4575569358178053,-7,-6
Lille,Caen,1,0,2,0.2876,0.3283,0.3839,0.09710937500000004,0.5874999999999999,0.31539062500000004,0.2568750000000001,0.45,0.293125,1.73,3.65,5.92,1.178246753246753,-0.039364801864801846,-0.00841734023552207,-0.08695652173913038,7,10
Lyon,Bordeaux,3,0,2,0.6335,0.2024,0.1602,0.07562500000000005,0.45,0.474375,0.2440625,0.475,0.2809375,1.74,3.87,5.34,1.057828282828282,-0.05174650067698197,-0.09154671437953171,0.39130434782608703,-4,3
Nantes,Ajaccio GFCO,3,1,2,0.3692,0.3382,0.2925,0.41875,0.5,0.08124999999999999,0.32937500000000003,0.45,0.220625,2.01,3.26,4.62,0.33585858585858563,-0.006858392152509801,-0.004311660561660602,0.21565217391304348,3,-5
Nice,Toulouse,1,0,2,0.7219,0.1554,0.1117,0.374921875,0.5875,0.03757812499999999,0.4534375000000001,0.325,0.2215625,2.71,3.27,2.9,1.3158459595959608,0.0524698909725648,-0.09417795038925068,0.46608695652173915,-8,-15
Paris SG,Lorient,3,1,2,0.812,0.0431,0.0219,0.541328125,0.2875,0.171171875,0.5569531249999999,0.3375,0.10554687499999997,1.22,6.9,17.55,-0.30796897546897517,0.038318662331820214,-0.08003863486483812,0.8550724637681159,-12,-12
Reims,Angers,2,1,2,0.313,0.275,0.4112,0.07523437499999996,0.6625000000000001,0.26226562499999995,0.218671875,0.7125,0.068828125,2.26,3.1,3.92,0.2983405483405477,-0.03965606956917116,0.033321489487933315,-0.1356521739130434,8,14
Rennes,St Etienne,0,1,2,0.4438,0.2908,0.265,0.33625,0.475,0.18875000000000006,0.355234375,0.6375,0.007265625000000053,2.1,3.35,4.07,0.6590909090909092,0.030367187304986387,0.03166973400930623,0.17391304347826092,1,-3
Ajaccio GFCO,Guingamp,0,0,2,0.4895,0.2997,0.2106,-0.03125,0.5,0.53125,0.228515625,0.5625,0.208984375,2.69,3.0,3.17,0.4763708513708518,0.059631226616520754,0.04503020128020127,0.16869565217391308,4,5
Angers,Lyon,0,3,2,0.5103,0.3769,0.1128,0.1534375,0.575,0.27156250000000004,0.521484375,0.5625,-0.08398437499999993,3.74,3.18,2.28,-0.5805555555555553,0.008847767579229171,-0.07803909053909056,0.36,-3,-7
Bastia,Troyes,2,0,2,0.8234,0.1163,0.0523,0.23500000000000004,0.7,0.06500000000000003,0.4791406250000001,0.4125,0.10835937499999997,1.84,3.62,4.99,-0.9737373737373742,0.12125647921102466,-0.06558418464165915,0.7426086956521739,-17,-5
Caen,Reims,0,2,2,0.3906,0.2877,0.3211,0.22164062500000006,0.5375,0.240859375,0.187890625,0.6875,0.12460937500000002,2.26,3.31,3.62,0.723653198653198,-0.007497868293322829,-0.01861084548250319,0.368695652173913,-8,-11
Lorient,Montpellier,1,1,2,0.3912,0.2999,0.3086,0.1590625,0.725,0.1159375,0.2375,0.525,0.2375,2.46,3.29,3.23,0.5554292929292934,-0.014869660990350614,-0.009634389179843744,0.32521739130434785,-4,-4
Monaco,Nice,1,0,2,0.3457,0.2587,0.3938,0.35,0.30000000000000004,0.35,0.4834375,0.4249999999999999,0.09156250000000003,1.93,3.47,4.67,0.36150793650793656,-0.03936410811410811,-0.05851514219354778,0.12,3,-1
Toulouse,Nantes,0,0,2,0.2795,0.3112,0.4091,-0.047421875000000065,0.5375000000000001,0.509921875,0.040000000000000015,0.6,0.36,2.27,3.32,3.6,-1.7058080808080818,0.023494603040057585,0.0939977037405267,-0.1617391304347826,12,11
Bordeaux,St Etienne,1,4,2,0.6054,0.2519,0.1423,0.30531249999999993,0.425,0.2696875,0.4363281250000001,0.3875,0.176171875,2.08,3.32,4.19,0.3888888888888875,0.04957514213512665,-0.01775202602408485,0.43999999999999995,-7,3
Lille,Rennes,1,1,2,0.2922,0.2998,0.4077,0.248046875,0.5625,0.18945312500000006,0.33226562499999995,0.3875000000000001,0.280234375,2.08,3.2,4.4,1.5242368742368742,-0.08769893605419919,-0.0017205017205017131,-0.08000000000000007,9,5
Marseille,Paris SG,1,2,2,0.0405,0.1585,0.8002,0.35304687500000004,0.13749999999999996,0.509453125,0.2190625,0.275,0.5059374999999999,5.21,3.54,1.83,0.7642628205128217,-0.021819093177601168,0.12326222566607178,-0.7762962962962965,17,9
Rennes,Angers,1,0,2,0.2893,0.2687,0.441,0.23500000000000004,0.7,0.06500000000000003,0.2724218749999999,0.7375,-0.009921874999999995,2.08,3.15,4.5,0.6805555555555554,-0.04174822497190915,0.03421173733673735,-0.07999999999999996,9,4
Ajaccio GFCO,Troyes,2,3,2,0.6958,0.1771,0.1218,0.11031250000000004,0.825,0.06468750000000001,0.2575000000000001,0.6499999999999999,0.09250000000000004,1.62,4.07,6.4,0.14583333333333393,0.03278713116948413,-0.012738554166239119,0.39999999999999997,-2,-3
Guingamp,Bordeaux,2,4,2,0.6435,0.1838,0.1632,0.443828125,0.4125,0.14367187499999998,0.35468749999999993,0.4750000000000001,0.17031249999999998,2.46,3.09,3.44,0.6376984126984127,0.020787396155043214,-0.051696094439902474,0.4,-4,2
Montpellier,Toulouse,2,0,2,0.5251,0.2335,0.2383,0.2125,0.75,0.037500000000000006,0.03351562499999998,0.7375,0.228984375,2.35,3.23,3.51,0.4173076923076917,0.004477466977466968,-0.03618126468805205,0.22222222222222227,-2,-1
Nantes,Lorient,2,1,2,0.4786,0.2361,0.2815,0.405859375,0.4625,0.131640625,0.4471875,0.525,0.02781249999999999,1.94,3.24,5.11,0.8025793650793651,-0.07355770591064713,-0.03994053332288629,0.32,-6,-7
Paris SG,Lille,0,0,2,0.7681,0.1703,0.0605,0.53125,0.25,0.21875,0.5449999999999999,0.30000000000000004,0.15499999999999994,1.47,4.38,9.0,-1.0132756132756136,0.16669460755884197,-0.01483607932471566,0.9078260869565216,-14,-14
Reims,Bastia,0,1,2,0.6176,0.2658,0.1165,0.344296875,0.3624999999999999,0.2932031250000001,0.3453906250000001,0.6625,-0.007890625000000012,1.83,3.19,6.15,-1.1819902319902322,0.047385516276918976,-0.008701644457472693,0.4696296296296296,-4,4
Lyon,Caen,4,1,2,0.4636,0.2788,0.257,0.34773437500000004,0.5125,0.139765625,0.34375,0.5,0.15625,1.49,4.27,8.65,0.4259259259259256,-0.004170012993542402,-0.014263514263514271,0.15999999999999992,1,-1
Nice,Marseille,1,1,2,0.3174,0.3005,0.3818,0.246953125,0.4875,0.265546875,0.4537499999999999,0.15000000000000002,0.3962500000000001,3.52,3.21,2.33,0.9055555555555559,0.03350512504924273,0.01774258879522038,0.040000000000000036,5,-8
St Etienne,Monaco,1,1,2,0.3997,0.2492,0.3483,0.35804687499999993,0.23750000000000004,0.404453125,0.320234375,0.4125,0.267265625,2.51,3.13,3.3,1.4252976190476176,-0.04581101292342707,-0.024636428458022858,0.040000000000000036,4,4
Bordeaux,Nice,0,0,2,0.3747,0.2442,0.3775,0.2565625,0.5249999999999999,0.21843750000000006,0.37,0.575,0.05500000000000002,2.08,3.4,4.06,1.097802197802198,-0.026103644509812646,-0.03930591781270515,0.2592592592592592,-3,6
