home_team,away_team,home_goals,away_goals,month,p_home_win1,p_draw1,p_away_win1,p_home_win2,p_draw2,p_away_win2,p_home_win3,p_draw3,p_away_win3,oddHome,oddDraw,oddAway,d_accuracy,d_efficiency,d_vulnerability,d_points,d_global_rank,d_rank
Ajaccio,Toulouse,2,2,3,0.1606,0.1932,0.6403,0.16281249999999994,0.425,0.4121875,0.07250000000000006,0.3999999999999999,0.5275000000000001,4.33,3.45,2.01,0.7649206349206352,-0.0020981795981795948,0.03606437823156089,-0.45161290322580644,17,12
Evian Thonon Gaillard,Monaco,1,0,3,0.1256,0.1836,0.6865,0.23000000000000004,0.3999999999999999,0.3700000000000001,0.184375,0.45,0.365625,4.07,3.49,2.05,0.8586507936507948,-0.010104644810527141,0.06793958764546998,-0.3548387096774194,16,15
Montpellier,Valenciennes,0,0,3,0.585,0.2451,0.1692,0.12,0.6,0.28,0.4,0.5,0.09999999999999998,1.77,3.51,5.88,-0.6369841269841268,-0.005061092171066636,-0.06097283005951738,0.29032258064516125,1,-3
Nantes,Bordeaux,0,0,3,0.3909,0.2951,0.3136,0.283125,0.55,0.16687499999999994,0.293359375,0.6875,0.019140625000000026,2.98,3.14,2.72,-0.528786848072563,0.022281003310415104,-0.02257232729921807,0.2936596218020022,-2,1
Reims,Lorient,1,1,3,0.4888,0.23399999999999999,0.2732,0.1375,0.725,0.1375,0.386953125,0.6625000000000001,-0.04945312500000007,2.62,3.32,2.96,0.026666666666666394,0.02937229437229437,-0.034069979175574056,0.43604004449388206,-2,-4
Sochaux,Marseille,1,1,3,0.2422,0.3275,0.4302,0.262265625,0.6625,0.075234375,0.5015624999999999,0.375,0.12343750000000005,3.4,3.34,2.35,-0.8601303854875288,0.007997173616921524,-0.008490570276284568,0.08120133481646274,8,13
Lille,Guingamp,1,0,3,0.5757,0.3232,0.1011,0.35554687500000004,0.4125,0.231953125,0.3640625,0.375,0.2609375,1.71,3.46,6.74,-1.3564814814814814,0.029505427902155032,-0.032520270734556454,0.6162402669632925,-11,-12
Lyon,St Etienne,1,2,3,0.4793,0.3354,0.1852,0.320234375,0.4125,0.267265625,0.330625,0.575,0.09437500000000006,2.62,3.18,3.08,-0.2556734006734005,0.045094808967358,-0.011644281644281607,0.22580645161290314,1,1
Rennes,Bastia,3,0,3,0.5283,0.2267,0.2409,0.203828125,0.6125,0.183671875,0.14570312500000002,0.6875,0.16679687499999998,1.72,3.65,6.0,-0.29222222222222305,0.011581528493293233,-0.06717129571876736,0.3548387096774194,-2,5
Marseille,Ajaccio,3,1,4,0.6586,0.1983,0.14,0.08914062500000003,0.6375,0.273359375,0.18945312500000006,0.5625,0.248046875,1.32,5.6,11.65,-1.0331746031746039,-0.03946011504835033,0.021679996356466946,0.4838709677419355,-6,-14
Bastia,Sochaux,2,2,4,0.7195,0.1753,0.1019,0.12656249999999994,0.625,0.24843750000000006,0.2453125,0.725,0.029687500000000006,2.06,3.35,4.22,-0.9762003968253969,0.047985660173160166,-0.08583532208532207,0.844574780058651,-14,-6
Bordeaux,Rennes,2,2,4,0.39399999999999996,0.2837,0.3217,0.163984375,0.5375,0.2985156250000001,0.30531249999999993,0.425,0.2696875,2.33,3.17,3.62,0.6793749999999998,0.02646954318829317,0.015902800222653155,0.3949169110459433,-4,-4
Guingamp,Montpellier,1,2,4,0.3916,0.2947,0.3133,0.15000000000000002,0.7,0.15000000000000002,0.12039062499999995,0.7375,0.14210937499999998,2.57,2.96,3.41,0.19842261904761838,-0.034990039916510535,-0.035415050152376004,0.21505376344086025,4,1
Lorient,Evian Thonon Gaillard,1,1,4,0.5993,0.2414,0.1585,0.13539062499999993,0.4875,0.377109375,0.18945312500000006,0.5625,0.248046875,1.88,3.38,5.23,-1.0630952380952388,0.037701454319101366,-0.03312530062530063,0.41935483870967744,-4,-2
Paris SG,Reims,3,0,4,0.836,0.1241,0.0374,0.5528125,0.325,0.12218750000000005,0.58,0.4,0.020000000000000014,1.27,6.25,13.65,-0.4176884920634918,0.04757805188900387,0.0142305430100515,0.6217008797653961,-6,-7
Toulouse,Lille,1,2,4,0.1998,0.2787,0.5212,0.359375,0.25,0.390625,0.2184375,0.525,0.2565625,2.61,3.14,3.13,-0.515079365079365,0.002738990856637938,0.039459005047240314,-0.06451612903225801,12,6
Monaco,Nantes,3,1,4,0.6006,0.2646,0.1346,0.225625,0.4750000000000001,0.29937499999999995,0.451484375,0.4875,0.06101562499999996,1.4,4.78,10.09,0.08391534391534394,0.05094774621090413,-0.0020574795574795357,0.5806451612903227,-7,-8
St Etienne,Nice,1,1,4,0.7666,0.1717,0.0607,0.344140625,0.4375,0.218359375,0.4937499999999999,0.3500000000000001,0.15624999999999994,1.48,4.2,9.5,0.27587301587301694,0.054862202927218426,-0.012655951134212015,0.7741935483870968,-13,-10
Valenciennes,Lyon,1,2,4,0.2947,0.2253,0.4733,0.2565625,0.525,0.2184375,0.2546875,0.325,0.4203125,2.71,3.44,2.78,0.09300625300625365,-0.03527806501490713,-0.010750915750915774,-0.19354838709677424,14,13
Montpellier,Marseille,2,3,4,0.2974,0.3403,0.3623,0.25,0.5,0.25,0.3625,0.5,0.13749999999999998,2.56,3.28,3.09,-0.08102678571428479,-0.0021457236550746633,0.0062766226828726845,-0.030303030303030276,10,6
Ajaccio,Bordeaux,1,1,4,0.2576,0.254,0.48700000000000004,0.176484375,0.5875,0.236015625,0.187890625,0.6875,0.12460937500000002,4.04,3.77,1.97,-0.01038690476190407,0.03573229024515788,0.03240922581818474,-0.11827956989247307,8,13
Evian Thonon Gaillard,Bastia,2,1,4,0.5417,0.2261,0.2286,0.3328125,0.525,0.1421875,0.365234375,0.5625,0.072265625,1.83,3.52,5.25,0.12135416666666687,0.014597754165768848,-0.03642906424930417,0.3939393939393939,-2,2
Lille,Valenciennes,1,0,4,0.7192,0.21899999999999997,0.0615,0.4575,0.4,0.14250000000000002,0.4400000000000001,0.3999999999999999,0.16000000000000006,1.61,3.96,6.75,-0.03516865079364928,0.0093477829038007,-0.09411101669228603,0.7272727272727271,-12,-15
Nice,Lorient,1,2,4,0.5306,0.2718,0.1972,0.267578125,0.5625,0.169921875,0.251171875,0.6875,0.06132812500000001,2.57,3.09,3.25,0.1671130952380957,0.023500371156621153,-0.03043594074698948,0.5454545454545454,-9,-5
Rennes,Monaco,0,1,4,0.1914,0.2338,0.5731,0.29531250000000003,0.375,0.3296875,0.240859375,0.5375,0.22164062500000006,3.66,3.3,2.25,-0.3662202380952384,0.002969860001109978,0.020966302216302232,-0.21212121212121215,13,13
Sochaux,Toulouse,2,0,4,0.2701,0.2869,0.4426,0.205625,0.55,0.24437499999999995,0.4271875,0.17500000000000004,0.3978125,2.67,3.53,2.76,0.34580266955266925,-0.02512169883493412,-0.027606029645019556,-0.01564027370478982,8,10
Lyon,Paris SG,1,0,4,0.231,0.2664,0.5019,0.28,0.2,0.52,0.12249999999999996,0.3500000000000001,0.5275,4.78,3.94,1.79,0.7647569444444451,-0.057587375215084155,0.004245320651570655,-0.3636363636363633,10,4
Nantes,Guingamp,1,0,4,0.4041,0.3446,0.2512,0.2775,0.7,0.02250000000000002,0.2565625,0.525,0.2184375,2.58,2.93,3.41,-2.026855158730158,0.042834780959780966,-0.0098012537571361,0.30791788856304986,-2,-6
Reims,St Etienne,2,2,4,0.3208,0.3045,0.3744,0.040000000000000015,0.6,0.36,0.326171875,0.4375,0.236328125,3.74,3.35,2.21,-0.008825757575758875,0.026274026899026887,0.005011238761238754,0.1055718475073314,6,4
St Etienne,Rennes,0,0,4,0.5435,0.2397,0.215,0.32937500000000003,0.45,0.220625,0.406484375,0.3374999999999999,0.2560156250000001,1.51,4.51,7.45,1.1857142857142855,0.010770419112621138,0.013586597226303107,0.5454545454545456,-7,-11
Bastia,Ajaccio,2,1,4,0.6479,0.212,0.1383,0.116796875,0.6625,0.220703125,0.2078125,0.625,0.1671875,1.79,3.67,5.24,-1.1072916666666668,-0.03171515984015985,-0.03654729778810663,0.6666666666666667,-12,-4
Bordeaux,Guingamp,5,1,4,0.4833,0.2986,0.2179,0.3200000000000001,0.7,-0.01999999999999999,0.287109375,0.5625,0.150390625,2.1,3.2,4.31,-1.7856617647058832,0.06476118856633563,0.03257703693365459,0.4632034632034632,-9,-10
Lorient,Montpellier,4,4,4,0.4336,0.2514,0.3127,0.279296875,0.5375,0.183203125,0.21250000000000005,0.575,0.2125,2.63,3.27,3.0,-0.09337797619047539,0.006099532616076764,-0.016682967123176115,0.3030303030303031,1,-3
Marseille,Lille,0,0,4,0.3105,0.2998,0.3894,0.340703125,0.2125,0.446796875,0.26093750000000004,0.375,0.3640625,2.19,3.3,3.83,-0.9566220238095244,0.02213017782870723,0.06119188205585262,0.06060606060606055,6,3
Monaco,Nice,1,0,4,0.7338,0.1985,0.0672,0.414296875,0.4875,0.09820312499999996,0.443125,0.3500000000000001,0.206875,1.42,4.66,9.99,0.17971230158730123,0.04440966106262158,-0.0010938676359872196,0.8181818181818179,-14,-13
Reims,Sochaux,0,1,4,0.6798,0.1649,0.1407,0.10632812500000002,0.5375,0.356171875,0.37,0.575,0.05500000000000002,2.57,3.49,2.9,-0.4664040616246492,0.05027433759051406,-0.08611796189921188,0.612987012987013,-6,-10
Valenciennes,Nantes,2,6,4,0.3874,0.2918,0.3204,0.03999999999999998,0.6,0.36000000000000004,0.218671875,0.7125,0.068828125,2.3,3.24,3.6,0.1351100288600291,0.03235903807449861,0.03638574966699967,0.03030303030303022,8,9
Paris SG,Evian Thonon Gaillard,1,0,4,0.9157,0.0658,0.0118,0.35,0.30000000000000004,0.35,0.528203125,0.23750000000000004,0.234296875,1.22,7.15,17.0,-0.7561011904761901,0.08325380212183617,-0.039170291514041514,0.8484848484848484,-12,-15
Toulouse,Lyon,0,0,4,0.23,0.2083,0.5533,0.08304687500000005,0.5125,0.404453125,0.10624999999999996,0.375,0.51875,2.85,3.47,2.62,0.029092261904761774,-0.045962138351844234,-0.024534840159840143,-0.21212121212121204,15,5
Nantes,Marseille,1,1,4,0.2787,0.3147,0.4064,0.36625,0.30000000000000004,0.33375,0.361328125,0.3625,0.276171875,3.77,3.24,2.24,-0.4658963585434175,0.017161351720175258,-0.01782784209254798,0.05714285714285716,5,2
Ajaccio,Monaco,1,4,4,0.0958,0.1629,0.7365,0.09375000000000004,0.45,0.45625,0.158671875,0.5125,0.328828125,7.65,4.48,1.5,-0.16162464985994252,0.005159988031960383,0.05392599746314915,-0.5714285714285714,18,18
Evian Thonon Gaillard,St Etienne,1,2,4,0.2932,0.3032,0.4033,0.267265625,0.4125,0.320234375,0.3984375,0.375,0.2265625,4.03,3.4,2.09,0.3019034886681946,0.02615697611372353,0.028351982504231585,0.05714285714285716,6,12
Guingamp,Valenciennes,1,0,4,0.5114,0.2874,0.2009,-0.01804687500000001,0.9625,0.05554687499999999,0.04164062500000002,0.7625,0.19585937500000006,1.86,3.67,4.74,-0.19509803921568647,-0.006514189386161676,-0.05397555736519495,0.28571428571428564,0,-2
Montpellier,Toulouse,2,1,4,0.3394,0.2822,0.3777,0.2368750000000001,0.6499999999999999,0.11312500000000004,0.19375000000000006,0.5,0.30625,2.19,3.56,3.55,0.9442195059842127,-0.025620495129296067,-0.0057894297673026646,-0.11428571428571432,10,3
Nice,Reims,1,0,4,0.4296,0.2997,0.2705,0.06468750000000002,0.825,0.11031250000000002,0.1559375,0.825,0.019062500000000024,1.95,3.5,4.5,-1.007422969187675,-0.001225490196078441,0.006908254436027161,0.22857142857142865,-1,6
Rennes,Lorient,1,1,4,0.4363,0.2605,0.3018,0.241328125,0.4625,0.296171875,0.13007812500000002,0.6375,0.23242187500000006,2.34,3.35,3.38,0.16876750700280052,0.01890712132926667,-0.023806775423056634,0.22857142857142854,3,2
Lille,Bordeaux,2,1,4,0.5706,0.3248,0.1047,0.4103125,0.275,0.31468749999999995,0.4710156250000001,0.3875,0.141484375,1.69,3.84,5.94,0.4368668300653593,0.009878889126464702,-0.0461048245055598,0.6597402597402598,-9,-4
Lyon,Bastia,4,1,4,0.7383,0.1674,0.0909,0.3700000000000001,0.3999999999999999,0.23000000000000004,0.288125,0.675,0.036874999999999984,1.45,4.92,7.91,-0.25081699346405184,0.01668954363591045,-0.08330887783173338,0.5714285714285715,-11,-9
Sochaux,Paris SG,1,1,4,0.1569,0.2664,0.5763,0.360859375,0.2625,0.376640625,0.446796875,0.2125,0.340703125,7.5,4.65,1.49,0.2486563375350137,-0.06137058004559939,-0.023478319066554357,-0.2692640692640693,11,17
Bastia,Lille,1,1,5,0.2917,0.3391,0.3691,0.10749999999999997,0.4,0.4925,0.30617187500000004,0.3374999999999999,0.35632812500000005,5.86,3.98,1.67,-1.0504901960784312,0.034846362787539234,0.010601442002826061,0.22857142857142854,1,11
Lorient,Ajaccio,1,0,5,0.6764,0.1817,0.1359,0.3703125,0.625,0.004687500000000011,0.26875,0.625,0.10625,1.39,5.35,8.7,-0.9880252100840328,-0.018432312593212236,-0.02340882983616549,0.5714285714285715,-8,-9
Marseille,Lyon,4,2,5,0.4013,0.2462,0.3493,0.3306250000000001,0.275,0.3943749999999999,0.22375,0.35,0.42625,2.03,3.38,4.3,-0.25574229691876704,-0.021679416316094546,-0.0034834446599152635,0.0,9,1
Reims,Evian Thonon Gaillard,1,0,5,0.5272,0.2598,0.2122,0.03351562499999998,0.7375,0.228984375,0.203828125,0.6125,0.183671875,2.59,3.4,2.96,-0.7362745098039216,0.04058659525787554,-0.030414081962069586,0.2857142857142857,2,-6
Sochaux,Nice,2,0,5,0.5145,0.3438,0.1417,0.401875,0.45,0.14812500000000006,0.416015625,0.4375,0.146484375,1.81,3.8,4.91,-0.08690476190476204,0.016504703485672317,-0.037792106302336495,0.48571428571428577,-5,4
St Etienne,Montpellier,2,0,5,0.6026,0.2043,0.1875,0.356328125,0.3375,0.306171875,0.3621093750000001,0.4375,0.200390625,1.51,4.29,7.95,0.5533613445378149,-0.009523376671892403,-0.030410868800961735,0.48571428571428577,-6,-8
Toulouse,Nantes,1,1,5,0.2743,0.2621,0.4624,0.017734374999999997,0.5875,0.394765625,0.19281250000000005,0.575,0.2321875,1.84,3.9,4.54,0.45763305322128955,-0.015171945509315735,0.008728994603607612,0.02857142857142858,9,2
Valenciennes,Bordeaux,0,1,5,0.2942,0.2542,0.4497,-0.05335937500000002,0.7375,0.31585937499999994,0.08125000000000003,0.75,0.16874999999999998,2.74,3.41,2.74,0.1313640607758253,0.015712544300233236,0.08574427302801002,0.05714285714285716,7,12
Monaco,Guingamp,1,1,5,0.6811,0.22,0.0984,0.5099999999999999,0.4,0.09000000000000005,0.5190625,0.425,0.0559375,1.71,3.85,5.72,-1.2955648926237164,0.06194205261542725,-0.012043095312991511,0.7714285714285715,-12,-15
Paris SG,Rennes,1,2,5,0.8167,0.1432,0.0388,0.34750000000000003,0.45,0.2025,0.522578125,0.2124999999999999,0.2649218750000001,1.21,7.5,16.5,1.3932773109243701,0.052537887760980104,0.0016925980593800738,0.8,-11,-14
Ajaccio,Reims,2,1,5,0.2508,0.2444,0.5027,-0.020625000000000004,0.775,0.245625,0.16242187500000002,0.8875,-0.049921874999999984,2.91,3.49,2.57,-1.1297619047619043,0.012661952245285588,0.045989261856134916,-0.2432432432432432,12,11
Bordeaux,Marseille,1,1,5,0.3564,0.2697,0.3727,0.30125,0.30000000000000004,0.39875,0.3175,0.4,0.2825,3.09,3.46,2.45,-0.49521604938271624,0.05940055315055312,0.028865655948989294,0.18918918918918914,1,1
Evian Thonon Gaillard,Nice,2,0,5,0.5404,0.292,0.1674,0.08125000000000003,0.75,0.16874999999999998,0.31539062500000004,0.5874999999999999,0.09710937500000004,1.5,4.3,8.25,0.05019841269841274,0.03575813710617631,0.028193514633199204,0.3783783783783784,-1,2
Guingamp,Toulouse,2,0,5,0.3297,0.2953,0.3746,0.2253125,0.675,0.09968749999999996,0.2078125,0.625,0.1671875,1.81,4.05,4.55,1.068879268879268,-0.03754820887173828,-0.017101254820553066,0.0,8,7
Lille,Paris SG,1,3,5,0.3532,0.3787,0.2681,0.408515625,0.4125,0.17898437500000006,0.481796875,0.23750000000000004,0.28070312499999994,2.81,3.4,2.7,0.967901234567901,-0.057112341180968626,-0.034879395296061946,0.10810810810810811,1,2
Lyon,Lorient,0,1,5,0.6234,0.2231,0.152,0.28945312500000003,0.3374999999999999,0.3730468750000001,0.31125,0.45,0.23875,1.44,5.12,7.59,0.072111992945326,0.02796982882767199,-0.03097177972048973,0.4324324324324324,-5,-6
Montpellier,Bastia,0,2,5,0.6264,0.2156,0.1559,0.2321875,0.575,0.19281250000000005,0.377734375,0.6875,-0.06523437499999996,1.63,4.27,5.84,-0.3261904761904759,-0.005572548997527668,-0.08098687900029489,0.43243243243243246,-3,-2
Nantes,St Etienne,1,3,5,0.3106,0.3524,0.3369,0.30125,0.30000000000000004,0.39875,0.35632812500000005,0.3374999999999999,0.30617187500000004,4.06,3.55,2.03,-0.1888768638768643,0.017638232017316985,-0.033884248467581826,0.08108108108108114,6,5
Rennes,Sochaux,1,2,5,0.6315,0.2017,0.1626,0.26875,0.30000000000000004,0.43125,0.15664062499999998,0.5875,0.255859375,2.92,3.75,2.44,-0.3747354497354496,0.02791287325601051,-0.07211065683287904,0.4324324324324324,-3,-5
Valenciennes,Monaco,1,2,5,0.0892,0.1497,0.754,-0.12218749999999995,0.575,0.5471874999999999,-0.040000000000000036,0.6000000000000001,0.44,3.44,3.42,2.29,0.04999198332531618,-0.02563319630528095,0.10347985347985349,-0.48648648648648657,17,17
Bastia,Nantes,0,0,5,0.4152,0.2827,0.3015,0.29937499999999995,0.4750000000000001,0.225625,0.34414062500000003,0.4375,0.218359375,2.27,3.48,3.45,-0.0603174603174601,0.013229748646415324,-0.015212431330852358,0.3783783783783785,-3,3
Lorient,Lille,1,4,5,0.305,0.3086,0.3862,0.439921875,0.3375,0.222578125,0.31023437499999995,0.3625,0.327265625,5.5,4.13,1.68,-0.4085978835978836,0.041824293172332425,0.017714284626049306,0.1351351351351351,3,6
Marseille,Guingamp,1,0,5,0.5635,0.2519,0.1838,0.34187500000000004,0.35,0.308125,0.365234375,0.5625,0.072265625,1.44,4.73,8.66,-1.3696208112874784,0.04305070813068748,0.03883940950117418,0.43243243243243246,-4,-9
Monaco,Bordeaux,1,1,5,0.5710000000000001,0.263,0.1656,0.455546875,0.2625,0.281953125,0.409375,0.35,0.240625,1.81,3.74,4.98,0.25352733686066964,0.035772144569874195,0.01451584000603609,0.6216216216216214,-9,-5
Nice,Lyon,0,1,5,0.4293,0.2662,0.3033,0.068828125,0.7125,0.218671875,0.209765625,0.4875,0.302734375,4.78,3.79,1.83,-0.27738095238095184,-0.02948432740099409,-0.05883896399247275,0.1351351351351352,3,10
Paris SG,Montpellier,4,0,5,0.8667,0.0895,0.033,0.31539062500000004,0.5874999999999999,0.09710937500000004,0.3957031249999999,0.4875,0.116796875,1.28,6.66,11.3,0.5384920634920647,0.033273332372919615,-0.03655428392270503,0.7297297297297297,-11,-13
Reims,Rennes,1,3,5,0.3108,0.2663,0.4217,0.13007812500000002,0.6375,0.23242187500000006,0.24750000000000005,0.3999999999999999,0.35250000000000004,2.24,3.52,3.45,1.1583333333333332,-0.0037912704579370904,0.008393945379239487,0.18918918918918914,5,-3
Sochaux,Evian Thonon Gaillard,0,3,5,0.53,0.3144,0.1555,0.4937499999999999,0.3500000000000001,0.15624999999999994,0.4607031250000001,0.4624999999999999,0.07679687500000004,1.98,3.7,4.07,-0.9073412698412713,0.020926055607428162,-0.05912248489002876,0.43243243243243246,-3,1
St Etienne,Ajaccio,3,1,5,0.8077,0.1304,0.0569,0.488359375,0.3875,0.12414062500000005,0.461171875,0.5125000000000001,0.026328124999999952,1.17,8.6,19.2,-0.37010582010582027,-0.01595138631387341,-0.04155596682557468,0.8108108108108107,-16,-16
Toulouse,Valenciennes,3,1,5,0.4539,0.2755,0.27,0.145,0.9,-0.04500000000000001,0.25749999999999995,0.65,0.0925,1.57,4.27,6.67,-0.05099206349206353,0.010917992682698566,-0.01001599258823202,0.2432432432432432,2,-6
Reims,Paris SG,2,2,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,10.55,5.17,1.37,,,,0.0,-14,-14
Bastia,Marseille,3,3,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,3.73,3.38,2.18,,,,0.0,-17,-16
Evian Thonon Gaillard,Caen,0,3,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.41,3.2,3.42,,,,0.0,-10,-8
Guingamp,St Etienne,0,2,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,3.25,3.02,2.62,,,,0.0,-16,-13
Lille,Metz,0,0,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.51,4.12,8.6,,,,0.0,-12,-8
Montpellier,Bordeaux,0,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.82,3.06,2.95,,,,0.0,-14,-9
Nantes,Lens,1,0,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.85,3.51,5.15,,,,0.0,-10,-4
Nice,Toulouse,3,2,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,3.01,3.31,2.58,,,,0.0,-12,-6
Lyon,Rennes,2,0,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.1,3.26,4.2,,,,0.0,-10,-4
Monaco,Lorient,1,2,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.43,4.6,9.65,,,,0.0,-8,-2
Caen,Lille,0,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,4.63,3.28,2.0,,,,0.0,-1,-6
Lens,Guingamp,0,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,3.2,3.2,2.53,,,,0.0,0,3
Lorient,Nice,0,0,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.82,3.67,5.05,,,,0.0,-2,3
Metz,Nantes,1,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.43,3.11,3.48,,,,0.0,-1,7
Paris SG,Bastia,2,0,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.14,10.0,22.75,,,,0.0,2,1
Rennes,Evian Thonon Gaillard,6,2,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.06,3.45,4.1,,,,0.0,2,4
Toulouse,Lyon,2,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.37,3.33,3.35,,,,0.0,1,13
Bordeaux,Monaco,4,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,2.9,3.28,2.71,,,,0.0,1,-8
Marseille,Montpellier,0,2,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.68,3.97,5.85,,,,0.0,4,-2
St Etienne,Reims,3,1,8,,,,0.5,0.0,0.5,0.5,0.0,0.5,1.48,4.5,8.25,,,,0.0,7,-2
Evian Thonon Gaillard,Paris SG,0,0,8,0.0,0.0082,0.9359999999999999,-0.12000000000000005,0.6,0.52,0.5,0.0,0.5,8.12,4.72,1.46,2.3333333333333335,-0.125,0.02777777777777779,-0.3333333333333333,3,11
Bastia,Toulouse,1,0,8,0.1071,0.0349,0.0611,0.040000000000000015,0.6,0.36,0.5,0.0,0.5,2.59,3.39,2.94,-0.4166666666666665,0.04895104895104896,0.19696969696969696,0.3333333333333333,-10,3
Guingamp,Marseille,0,1,8,0.0,0.0065,0.9228,0.36,0.6,0.040000000000000015,0.5,0.0,0.5,2.86,3.11,2.86,-0.25,-0.3333333333333333,0.05494505494505489,-0.3333333333333333,3,-9
Lille,Lorient,2,0,8,0.0,1.0,0.0,0.40625,0.25,0.34375,0.5,0.0,0.5,1.81,3.5,5.55,1.666666666666667,-0.2222222222222222,-0.08333333333333333,-0.6666666666666667,6,-3
Montpellier,Metz,2,0,8,0.0,1.0,0.0,0.31125,0.45,0.23875,0.5,0.0,0.5,2.0,3.39,4.44,3.0,0.0,0.14285714285714285,-0.3333333333333333,4,-5
Nice,Bordeaux,1,3,8,0.0,0.1864,0.8136,0.33875,0.15000000000000002,0.51125,0.5,0.0,0.5,3.18,3.29,2.49,0.41666666666666696,-0.006493506493506496,0.18181818181818185,0.0,-2,5
Reims,Caen,0,2,8,0.0,0.0065,0.9228,0.06500000000000003,0.7,0.23500000000000004,0.5,0.0,0.5,2.82,3.29,2.76,1.2857142857142858,-0.02777777777777779,0.125,-0.6666666666666667,6,4
Lyon,Lens,0,1,8,0.7768,0.2231,0.0,0.28,0.8,-0.08000000000000004,0.5,0.0,0.5,1.6,4.0,6.85,0.6666666666666665,0.10526315789473684,-0.07142857142857142,1.0,-12,-7
Nantes,Monaco,0,1,8,0.9464,0.0498,0.0,0.46375,0.65,-0.11374999999999995,0.5,0.0,0.5,3.81,3.15,2.27,0.5,-0.03968253968253968,-0.4444444444444444,1.0,-14,-12
St Etienne,Rennes,0,0,8,0.9486,0.0111,0.0,0.52,0.2,0.28,0.5,0.0,0.5,1.63,3.8,7.05,-4.888888888888889,0.15789473684210525,0.03759398496240601,1.0,-8,-11
Marseille,Nice,4,0,8,0.0,1.0,0.0,0.296965625,0.5325,0.17053437500000002,0.5,0.0,0.5,1.53,3.9,9.0,-0.09999999999999964,0.0,0.2,-0.3333333333333333,7,3
Caen,Rennes,0,1,8,0.0,1.0,0.0,0.3408625,0.395,0.2641375,0.56125,0.35,0.08875000000000002,2.5,3.14,3.31,0.16666666666666652,0.0,0.07236842105263158,-0.2,4,-6
Lens,Reims,4,2,8,0.0,0.3909,0.6091,0.2798125,0.725,-0.0048124999999999965,0.5,0.0,0.5,2.39,3.34,3.31,0.0,-0.14285714285714285,-0.05789473684210525,0.0,4,-3
Lorient,Guingamp,4,0,8,0.0,1.0,0.0,0.201334375,0.6425,0.15616562500000006,0.5,0.0,0.5,2.55,3.14,3.23,-0.3333333333333335,-0.1,0.0,-0.6666666666666667,11,-1
Monaco,Lille,1,1,8,0.0,0.1528,0.8471,0.18260000000000004,0.34,0.4774,0.5,0.0,0.5,2.04,3.27,4.46,-6.285714285714286,-0.04166666666666667,0.2222222222222222,-1.0,13,14
Nantes,Montpellier,1,0,8,0.0,0.3909,0.6091,0.15183437500000002,0.4225,0.425665625,0.15499999999999994,0.30000000000000004,0.5449999999999999,2.36,3.19,3.55,-0.08333333333333304,-0.1642857142857143,0.08333333333333333,-0.4,-1,5
Toulouse,Evian Thonon Gaillard,1,0,8,0.2078,0.0057,0.003,0.18493750000000006,0.725,0.0900625,0.5,0.0,0.5,1.93,3.47,4.7,-1.3333333333333333,-0.0222222222222222,-0.611111111111111,1.0,-6,-3
Bordeaux,Bastia,1,1,8,0.8638,0.003,0.0,0.5203,0.23,0.24970000000000006,0.5,0.0,0.5,1.74,3.76,5.65,-3.2,0.4444444444444444,-0.022222222222222227,1.0,-4,-12
Metz,Lyon,2,1,8,0.4744,0.2647,0.26,0.14784687500000004,0.7525,0.09965312500000002,0.5,0.0,0.5,2.97,3.28,2.63,-3.6,0.027777777777777776,-0.033333333333333354,0.3333333333333333,-1,1
Paris SG,St Etienne,5,0,8,0.0,1.0,0.0,0.3221625,0.2849999999999999,0.3928375000000001,0.5,0.0,0.5,1.45,4.45,9.43,-0.5,-0.15238095238095237,0.0,0.0,2,7
Lyon,Monaco,2,1,9,0.578,0.2818,0.1401,-0.01999999999999999,0.7,0.3200000000000001,0.17500000000000002,0.5,0.325,2.73,3.23,2.9,0.583333333333333,-0.08625730994152048,-0.15079365079365079,0.0,4,2
Bastia,Lens,1,1,9,0.2834,0.3758,0.3408,0.26093750000000004,0.375,0.3640625,0.415,0.30000000000000004,0.2849999999999999,2.09,3.3,4.18,-0.04166666666666696,0.10645604395604397,0.13095238095238093,0.20000000000000007,-4,2
